H3K4me1_chr1-3556 1_internal_22891
H3K4me1_chr3-100349 3_internal_15404
H3K4me1_chr3-100356 3_internal_15322
H3K4me1_chr3-100364 3_internal_15322
H3K4me1_chr3-100384 3_internal_11434
H3K4me1_chr3-100386 3_internal_11434
H3K4me1_chr3-100408 3_internal_13779
H3K4me1_chr3-100420 3_internal_14992
H3K4me1_chr3-100421 3_internal_11859
H3K4me1_chr3-100443 3_internal_16559
H3K4me1_chr3-100453 3_internal_16894
H3K4me1_chr3-100457 3_internal_11267
H3K4me1_chr3-100458 3_internal_16894
H3K4me1_chr3-100459 3_internal_16894
H3K4me1_chr3-100461 3_internal_16894
H3K4me1_chr3-100467 3_internal_17506
H3K4me1_chr3-100473 3_internal_13057
H3K4me1_chr3-100497 3_internal_15800
H3K4me1_chr3-100500 3_internal_12854
H3K4me1_chr3-100515 3_internal_18460
H3K4me1_chr3-100527 3_internal_12747
H3K4me1_chr3-100540 3_internal_17132
H3K4me1_chr3-100547 3_internal_14724
H3K4me1_chr3-100567 3_internal_14740
H3K4me1_chr3-100576 3_internal_12421
H3K4me1_chr3-100577 3_internal_17266
H3K4me1_chr3-100581 3_internal_13523
H3K4me1_chr3-100596 3_internal_14021
H3K4me1_chr3-100608 3_internal_15597
H3K4me1_chr3-100609 3_internal_15597
H3K4me1_chr3-100612 3_internal_11871
H3K4me1_chr3-100627 3_internal_14371
H3K4me1_chr3-100646 3_internal_14247
H3K4me1_chr3-100682 3_internal_13405
H3K4me1_chr3-100684 3_internal_13405
H3K4me1_chr3-100687 3_internal_12075
H3K4me1_chr3-100690 3_internal_16434
H3K4me1_chr3-100700 3_internal_14331
H3K4me1_chr3-100704 3_internal_11107
H3K4me1_chr3-100713 3_internal_13445
H3K4me1_chr3-100716 3_internal_12646
H3K4me1_chr3-100717 3_internal_12646
H3K4me1_chr3-100770 3_internal_16991
H3K4me1_chr3-100783 3_internal_13169
H3K4me1_chr3-100786 3_internal_15240
H3K4me1_chr3-100805 3_internal_13922
H3K4me1_chr3-100837 3_internal_11688
H3K4me1_chr3-100838 3_internal_17282
H3K4me1_chr3-100839 3_internal_17282
H3K4me1_chr3-100846 3_internal_17008
H3K4me1_chr3-100856 3_internal_12205
H3K4me1_chr3-100861 3_internal_12246
H3K4me1_chr3-100872 3_internal_11821
H3K4me1_chr3-100900 3_internal_10862
H3K4me1_chr3-100958 3_internal_14874
H3K4me1_chr3-100965 3_internal_14624
H3K4me1_chr3-100980 3_internal_12581
H3K4me1_chr3-100981 3_internal_12635
H3K4me1_chr3-101001 3_internal_11700
H3K4me1_chr3-101023 3_internal_12736
H3K4me1_chr3-101035 3_internal_15611
H3K4me1_chr3-101039 3_internal_15611
H3K4me1_chr3-101042 3_internal_15035
H3K4me1_chr3-101052 3_internal_15893
H3K4me1_chr3-101075 3_internal_16863
H3K4me1_chr3-101092 3_internal_12397
H3K4me1_chr3-101093 3_internal_12397
H3K4me1_chr3-101096 3_internal_15788
H3K4me1_chr3-101102 3_internal_15881
H3K4me1_chr3-101116 3_internal_11053
H3K4me1_chr3-101125 3_internal_16730
H3K4me1_chr3-101134 3_internal_14967
H3K4me1_chr3-101135 3_internal_14967
H3K4me1_chr3-101138 3_internal_14449
H3K4me1_chr3-101139 3_internal_14449
H3K4me1_chr3-101155 3_internal_17109
H3K4me1_chr3-101156 3_internal_17109
H3K4me1_chr3-101157 3_internal_17109
H3K4me1_chr3-101160 3_internal_12590
H3K4me1_chr3-101172 3_internal_12515
H3K4me1_chr3-101176 3_internal_13869
H3K4me1_chr3-101177 3_internal_16573
H3K4me1_chr3-101179 3_internal_16474
H3K4me1_chr3-101181 3_internal_16474
H3K4me1_chr3-101187 3_internal_17397
H3K4me1_chr3-101190 3_internal_17397
H3K4me1_chr3-101202 3_internal_11044
H3K4me1_chr3-101220 3_internal_15944
H3K4me1_chr3-101222 3_internal_13171
H3K4me1_chr3-101230 3_internal_15372
H3K4me1_chr3-101253 3_internal_12500
H3K4me1_chr3-101261 3_internal_16074
H3K4me1_chr3-101262 3_internal_16074
H3K4me1_chr3-101263 3_internal_16074
H3K4me1_chr3-101265 3_internal_16074
H3K4me1_chr3-101299 3_internal_11514
H3K4me1_chr3-101302 3_internal_12277
H3K4me1_chr3-101322 3_internal_15473
H3K4me1_chr3-101330 3_internal_17256
H3K4me1_chr3-101340 3_internal_18421
H3K4me1_chr3-101346 3_internal_12553
H3K4me1_chr3-101385 3_internal_13654
H3K4me1_chr3-101393 3_internal_14426
H3K4me1_chr3-101398 3_internal_12039
H3K4me1_chr3-101407 3_internal_16220
H3K4me1_chr3-101411 3_internal_15171
H3K4me1_chr3-101412 3_internal_15171
H3K4me1_chr3-101439 3_internal_15766
H3K4me1_chr3-101451 3_internal_16786
H3K4me1_chr3-101452 3_internal_16786
H3K4me1_chr3-101460 3_internal_16061
H3K4me1_chr3-101461 3_internal_17210
H3K4me1_chr3-101470 3_internal_13435
H3K4me1_chr3-101495 3_internal_12724
H3K4me1_chr3-101517 3_internal_14284
H3K4me1_chr3-101531 3_internal_15471
H3K4me1_chr3-101655 3_internal_11958
H3K4me1_chr3-101668 3_internal_11659
H3K4me1_chr3-101676 3_internal_12701
H3K4me1_chr3-101678 3_internal_12701
H3K4me1_chr3-101679 3_internal_11749
H3K4me1_chr3-101689 3_internal_11238
H3K4me1_chr3-101701 3_internal_11851
H3K4me1_chr3-101702 3_internal_11851
H3K4me1_chr3-101719 3_internal_12096
H3K4me1_chr3-101741 3_internal_12983
H3K4me1_chr3-101743 3_internal_18433
H3K4me1_chr3-101795 3_internal_16974
H3K4me1_chr3-101808 3_internal_16383
H3K4me1_chr3-101809 3_internal_16383
H3K4me1_chr3-101812 3_internal_15874
H3K4me1_chr3-101827 3_internal_15725
H3K4me1_chr3-101828 3_internal_13253
H3K4me1_chr3-101848 3_internal_12988
H3K4me1_chr3-101854 3_internal_15963
H3K4me1_chr3-101876 3_internal_12822
H3K4me1_chr3-101878 3_internal_17242
H3K4me1_chr3-101888 3_internal_13556
H3K4me1_chr3-101892 3_internal_13556
H3K4me1_chr3-101905 3_internal_14158
H3K4me1_chr3-101909 3_internal_11800
H3K4me1_chr3-101910 3_internal_13369
H3K4me1_chr3-101915 3_internal_15404
H3K4me1_chr3-101919 3_internal_15404
H3K4me1_chr3-101922 3_internal_12753
H3K4me1_chr3-101931 3_internal_15322
H3K4me1_chr3-101959 3_internal_11860
H3K4me1_chr3-101963 3_internal_12136
H3K4me1_chr3-101966 3_internal_12314
H3K4me1_chr3-101998 3_internal_12431
H3K4me1_chr3-102002 3_internal_16894
H3K4me1_chr3-102009 3_internal_13660
H3K4me1_chr3-102040 3_internal_12171
H3K4me1_chr3-102063 3_internal_18460
H3K4me1_chr3-102079 3_internal_11724
H3K4me1_chr3-102087 3_internal_17132
H3K4me1_chr3-102102 3_internal_17794
H3K4me1_chr3-102106 3_internal_11634
H3K4me1_chr3-102110 3_internal_12823
H3K4me1_chr3-102146 3_internal_11604
H3K4me1_chr3-102149 3_internal_12555
H3K4me1_chr3-102154 3_internal_16749
H3K4me1_chr3-102176 3_internal_14371
H3K4me1_chr3-102199 3_internal_15028
H3K4me1_chr3-102215 3_internal_12366
H3K4me1_chr3-102234 3_internal_13405
H3K4me1_chr3-102240 3_internal_16434
H3K4me1_chr3-102241 3_internal_16434
H3K4me1_chr3-102257 3_internal_11107
H3K4me1_chr3-102268 3_internal_12657
H3K4me1_chr3-102324 3_internal_12655
H3K4me1_chr3-102336 3_internal_10828
H3K4me1_chr3-102343 3_internal_14676
H3K4me1_chr3-102375 3_internal_11861
H3K4me1_chr3-102377 3_internal_12122
H3K4me1_chr3-102398 3_internal_11688
H3K4me1_chr3-102401 3_internal_17282
H3K4me1_chr3-102452 3_internal_15419
H3K4me1_chr3-102481 3_internal_13268
H3K4me1_chr3-102483 3_internal_15735
H3K4me1_chr3-102503 3_internal_15136
H3K4me1_chr3-102527 3_internal_12146
H3K4me1_chr3-102533 3_internal_13032
H3K4me1_chr3-102536 3_internal_11897
H3K4me1_chr3-102538 3_internal_14624
H3K4me1_chr3-102540 3_internal_16905
H3K4me1_chr3-102559 3_internal_12581
H3K4me1_chr3-102571 3_internal_11628
H3K4me1_chr3-102576 3_internal_11909
H3K4me1_chr3-102596 3_internal_17965
H3K4me1_chr3-102604 3_internal_13872
H3K4me1_chr3-102620 3_internal_13571
H3K4me1_chr3-102625 3_internal_17420
H3K4me1_chr3-102626 3_internal_17420
H3K4me1_chr3-102635 3_internal_11706
H3K4me1_chr3-102657 3_internal_11266
H3K4me1_chr3-102659 3_internal_12742
H3K4me1_chr3-102671 3_internal_17870
H3K4me1_chr3-102672 3_internal_17870
H3K4me1_chr3-102681 3_internal_12451
H3K4me1_chr3-102689 3_internal_11953
H3K4me1_chr3-102719 3_internal_16857
H3K4me1_chr3-102722 3_internal_16857
H3K4me1_chr4-623 4_internal_9812
H3K4me1_chr4-2447 4_internal_8229
H3K4me1_chr4-3026 4_internal_8229
H3K4me1_chr4-19658 4_internal_8229
H3K4me1_chr4-25435 4_internal_8032
H3K4me1_chr4-25534 4_internal_8229
H3K4me1_chr4-26252 4_internal_9622
H3K4me1_chr4-26445 4_internal_9885
H3K4me1_chr4-27664 4_internal_8944
H3K4me1_chr4-28817 4_internal_11349
H3K4me1_chr4-28899 4_internal_11004
H3K4me1_chr4-30262 4_internal_7536
H3K4me1_chr4-30504 4_internal_7123
H3K4me1_chr4-31387 4_internal_10765
H3K4me1_chr4-32225 4_internal_10922
H3K4me1_chr4-32328 4_internal_9335
H3K4me1_chr4-32972 4_internal_9979
H3K4me1_chr4-33274 4_internal_8278
H3K4me1_chr4-33510 4_internal_11032
H3K4me1_chr4-33572 4_internal_8442
H3K4me1_chr4-34731 4_internal_9542
H3K4me1_chr4-34742 4_internal_8264
H3K4me1_chr4-34850 4_internal_10627
H3K4me1_chr4-34858 4_internal_9347
H3K4me1_chr4-35010 4_internal_8056
H3K4me1_chr4-35551 4_internal_8634
H3K4me1_chr4-35704 4_internal_7450
H3K4me1_chr4-35793 4_internal_8032
H3K4me1_chr4-35807 4_internal_9790
H3K4me1_chr4-35843 4_internal_9267
H3K4me1_chr4-35874 4_internal_9768
H3K4me1_chr4-36176 4_internal_8883
H3K4me1_chr4-36319 4_internal_8610
H3K4me1_chr4-36575 4_internal_10551
H3K4me1_chr4-36800 4_internal_8500
H3K4me1_chr4-36856 4_internal_8229
H3K4me1_chr4-37029 4_internal_7920
H3K4me1_chr4-37264 4_internal_9806
H3K4me1_chr4-37335 4_internal_8809
H3K4me1_chr4-37659 4_internal_8093
H3K4me1_chr4-37691 4_internal_9315
H3K4me1_chr4-37836 4_internal_8009
H3K4me1_chr4-37852 4_internal_7986
H3K4me1_chr4-38110 4_internal_9592
H3K4me1_chr4-38162 4_internal_11561
H3K4me1_chr4-38342 4_internal_8809
H3K4me1_chr4-38356 4_internal_10332
H3K4me1_chr4-38431 4_internal_7813
H3K4me1_chr4-38564 4_internal_8650
H3K4me1_chr4-38622 4_internal_11228
H3K4me1_chr4-38676 4_internal_8348
H3K4me1_chr4-38867 4_internal_10633
H3K4me1_chr4-38951 4_internal_8044
H3K4me1_chr4-38991 4_internal_7344
H3K4me1_chr4-39132 4_internal_7926
H3K4me1_chr4-39316 4_internal_10162
H3K4me1_chr4-39320 4_internal_8162
H3K4me1_chr4-39471 4_internal_8315
H3K4me1_chr4-39514 4_internal_7571
H3K4me1_chr4-39523 4_internal_9281
H3K4me1_chr4-39682 4_internal_10910
H3K4me1_chr4-39742 4_internal_11420
H3K4me1_chr4-39764 4_internal_8868
H3K4me1_chr4-39798 4_internal_9076
H3K4me1_chr4-39865 4_internal_10841
H3K4me1_chr4-39928 4_internal_11107
H3K4me1_chr4-40019 4_internal_11433
H3K4me1_chr4-40066 4_internal_9550
H3K4me1_chr4-40141 4_internal_11176
H3K4me1_chr4-40164 4_internal_9107
H3K4me1_chr4-40293 4_internal_8442
H3K4me1_chr4-40302 4_internal_9980
H3K4me1_chr4-40317 4_internal_8073
H3K4me1_chr4-40370 4_internal_7820
H3K4me1_chr4-40403 4_internal_11022
H3K4me1_chr4-40465 4_internal_8809
H3K4me1_chr4-40489 4_internal_8229
H3K4me1_chr4-40537 4_internal_10669
H3K4me1_chr4-40606 4_internal_10128
H3K4me1_chr4-40669 4_internal_8478
H3K4me1_chr4-40683 4_internal_7542
H3K4me1_chr4-40803 4_internal_7778
H3K4me1_chr4-40870 4_internal_8609
H3K4me1_chr4-40905 4_internal_7672
H3K4me1_chr4-40952 4_internal_9549
H3K4me1_chr4-40981 4_internal_9885
H3K4me1_chr4-41052 4_internal_9945
H3K4me1_chr4-41066 4_internal_7195
H3K4me1_chr4-41092 4_internal_8022
H3K4me1_chr4-41138 4_internal_12154
H3K4me1_chr4-41150 4_internal_9334
H3K4me1_chr4-41169 4_internal_8208
H3K4me1_chr4-41195 4_internal_7658
H3K4me1_chr4-41354 4_internal_11146
H3K4me1_chr4-41414 4_internal_9778
H3K4me1_chr4-41467 4_internal_8162
H3K4me1_chr4-41469 4_internal_7756
H3K4me1_chr4-41517 4_internal_11022
H3K4me1_chr4-41561 4_internal_11787
H3K4me1_chr4-41590 4_internal_7356
H3K4me1_chr4-41688 4_internal_8329
H3K4me1_chr4-41806 4_internal_8087
H3K4me1_chr4-41827 4_internal_10922
H3K4me1_chr4-41918 4_internal_10627
H3K4me1_chr4-41976 4_internal_8141
H3K4me1_chr4-41989 4_internal_11815
H3K4me1_chr4-42032 4_internal_7123
H3K4me1_chr4-42042 4_internal_10162
H3K4me1_chr4-42053 4_internal_8203
H3K4me1_chr4-42126 4_internal_9885
H3K4me1_chr4-42194 4_internal_8229
H3K4me1_chr4-42240 4_internal_8341
H3K4me1_chr4-42513 4_internal_11032
H3K4me1_chr4-42545 4_internal_10568
H3K4me1_chr4-42583 4_internal_8700
H3K4me1_chr4-42600 4_internal_7435
H3K4me1_chr4-42617 4_internal_8034
H3K4me1_chr4-42671 4_internal_8761
H3K4me1_chr4-42709 4_internal_8257
H3K4me1_chr4-42712 4_internal_7625
H3K4me1_chr4-42733 4_internal_8610
H3K4me1_chr4-42746 4_internal_10481
H3K4me1_chr4-42902 4_internal_12154
H3K4me1_chr4-43030 4_internal_11757
H3K4me1_chr4-43037 4_internal_7701
H3K4me1_chr4-43038 4_internal_11176
H3K4me1_chr4-43048 4_internal_10922
H3K4me1_chr4-43120 4_internal_8051
H3K4me1_chr4-43175 4_internal_11561
H3K4me1_chr4-43209 4_internal_8752
H3K4me1_chr4-43237 4_internal_8998
H3K4me1_chr4-43244 4_internal_7292
H3K4me1_chr4-43267 4_internal_8162
H3K4me1_chr4-43352 4_internal_11184
H3K4me1_chr4-43413 4_internal_7919
H3K4me1_chr4-43461 4_internal_11370
H3K4me1_chr4-43474 4_internal_8022
H3K4me1_chr4-43538 4_internal_11433
H3K4me1_chr4-43593 4_internal_9924
H3K4me1_chr4-43656 4_internal_10797
H3K4me1_chr4-43691 4_internal_9303
H3K4me1_chr4-43707 4_internal_7948
H3K4me1_chr4-43727 4_internal_8427
H3K4me1_chr4-43730 4_internal_8447
H3K4me1_chr4-43743 4_internal_11032
H3K4me1_chr4-43783 4_internal_7446
H3K4me1_chr4-43805 4_internal_8386
H3K4me1_chr4-43837 4_internal_9213
H3K4me1_chr4-43866 4_internal_10974
H3K4me1_chr4-43881 4_internal_9390
H3K4me1_chr4-43889 4_internal_8162
H3K4me1_chr4-43904 4_internal_8388
H3K4me1_chr4-43963 4_internal_11787
H3K4me1_chr4-43964 4_internal_8788
H3K4me1_chr4-44005 4_internal_9714
H3K4me1_chr4-44036 4_internal_8229
H3K4me1_chr4-44046 4_internal_7754
H3K4me1_chr4-44051 4_internal_11349
H3K4me1_chr4-44052 4_internal_11349
H3K4me1_chr4-44097 4_internal_9651
H3K4me1_chr4-44099 4_internal_9651
H3K4me1_chr4-44121 4_internal_8592
H3K4me1_chr4-44146 4_internal_11291
H3K4me1_chr4-44151 4_internal_7528
H3K4me1_chr4-44185 4_internal_9283
H3K4me1_chr4-44204 4_internal_7171
H3K4me1_chr4-44268 4_internal_10346
H3K4me1_chr4-44278 4_internal_11251
H3K4me1_chr4-44288 4_internal_11176
H3K4me1_chr4-44298 4_internal_10922
H3K4me1_chr4-44372 4_internal_11032
H3K4me1_chr4-44424 4_internal_8944
H3K4me1_chr4-44430 4_internal_8348
H3K4me1_chr4-44431 4_internal_11146
H3K4me1_chr4-44441 4_internal_8011
H3K4me1_chr4-44443 4_internal_11420
H3K4me1_chr4-44473 4_internal_9778
H3K4me1_chr4-44512 4_internal_10162
H3K4me1_chr4-44560 4_internal_10046
H3K4me1_chr4-44653 4_internal_8734
H3K4me1_chr4-44761 4_internal_8515
H3K4me1_chr4-44796 4_internal_9283
H3K4me1_chr4-44812 4_internal_10729
H3K4me1_chr4-44813 4_internal_9622
H3K4me1_chr4-44889 4_internal_10346
H3K4me1_chr4-44919 4_internal_9050
H3K4me1_chr4-44936 4_internal_10551
H3K4me1_chr4-44955 4_internal_7540
H3K4me1_chr4-44984 4_internal_7450
H3K4me1_chr4-45081 4_internal_7284
H3K4me1_chr4-45108 4_internal_9777
H3K4me1_chr4-45163 4_internal_7717
H3K4me1_chr4-45167 4_internal_10162
H3K4me1_chr4-45190 4_internal_7820
H3K4me1_chr4-45193 4_internal_8388
H3K4me1_chr4-45194 4_internal_7570
H3K4me1_chr4-45266 4_internal_10841
H3K4me1_chr4-45278 4_internal_11787
H3K4me1_chr4-45541 4_internal_8087
H3K4me1_chr4-45682 4_internal_9246
H3K4me1_chr4-45712 4_internal_8348
H3K4me1_chr4-45721 4_internal_11420
H3K4me1_chr4-45742 4_internal_11324
H3K4me1_chr4-45747 4_internal_8073
H3K4me1_chr4-45774 4_internal_7664
H3K4me1_chr4-45797 4_internal_9390
H3K4me1_chr4-45800 4_internal_7717
H3K4me1_chr4-45814 4_internal_7820
H3K4me1_chr4-45854 4_internal_11022
H3K4me1_chr4-45855 4_internal_8176
H3K4me1_chr4-45932 4_internal_8066
H3K4me1_chr4-45953 4_internal_8229
H3K4me1_chr4-46007 4_internal_7342
H3K4me1_chr4-46009 4_internal_10085
H3K4me1_chr4-46017 4_internal_8163
H3K4me1_chr4-46020 4_internal_9651
H3K4me1_chr4-46042 4_internal_8042
H3K4me1_chr4-46079 4_internal_7589
H3K4me1_chr4-46088 4_internal_7528
H3K4me1_chr4-46188 4_internal_7542
H3K4me1_chr4-46195 4_internal_8679
H3K4me1_chr4-46214 4_internal_10922
H3K4me1_chr4-46232 4_internal_10551
H3K4me1_chr4-46247 4_internal_9518
H3K4me1_chr4-46335 4_internal_9973
H3K4me1_chr4-46387 4_internal_9125
H3K4me1_chr4-46415 4_internal_8095
H3K4me1_chr4-46481 4_internal_7756
H3K4me1_chr4-46518 4_internal_8176
H3K4me1_chr4-46540 4_internal_8056
H3K4me1_chr4-46590 4_internal_8734
H3K4me1_chr4-46619 4_internal_7986
H3K4me1_chr4-46621 4_internal_10678
H3K4me1_chr4-46633 4_internal_11349
H3K4me1_chr4-46634 4_internal_11349
H3K4me1_chr4-46658 4_internal_11121
H3K4me1_chr4-46669 4_internal_8341
H3K4me1_chr4-46700 4_internal_7172
H3K4me1_chr4-46719 4_internal_7861
H3K4me1_chr4-46745 4_internal_9334
H3K4me1_chr4-46759 4_internal_7522
H3K4me1_chr4-46785 4_internal_11004
H3K4me1_chr4-46849 4_internal_10346
H3K4me1_chr4-46914 4_internal_10661
H3K4me1_chr4-46965 4_internal_9931
H3K4me1_chr4-47001 4_internal_10568
H3K4me1_chr4-47006 4_internal_10627
H3K4me1_chr4-47051 4_internal_7588
H3K4me1_chr4-47161 4_internal_9147
H3K4me1_chr4-47166 4_internal_8162
H3K4me1_chr4-47194 4_internal_9549
H3K4me1_chr4-47221 4_internal_8968
H3K4me1_chr4-47233 4_internal_7974
H3K4me1_chr4-47256 4_internal_7671
H3K4me1_chr4-47286 4_internal_10683
H3K4me1_chr4-47331 4_internal_10006
H3K4me1_chr4-47357 4_internal_8101
H3K4me1_chr4-47380 4_internal_7170
H3K4me1_chr4-47387 4_internal_9651
H3K4me1_chr4-47394 4_internal_10669
H3K4me1_chr4-47428 4_internal_11522
H3K4me1_chr4-47526 4_internal_9371
H3K4me1_chr4-47540 4_internal_9034
H3K4me1_chr4-47567 4_internal_7563
H3K4me1_chr4-47624 4_internal_7904
H3K4me1_chr4-47641 4_internal_10336
H3K4me1_chr4-47660 4_internal_8588
H3K4me1_chr4-47663 4_internal_8447
H3K4me1_chr4-47668 4_internal_10601
H3K4me1_chr4-47677 4_internal_11032
H3K4me1_chr4-47684 4_internal_9592
H3K4me1_chr4-47709 4_internal_10627
H3K4me1_chr4-47743 4_internal_8386
H3K4me1_chr4-47747 4_internal_8011
H3K4me1_chr4-47829 4_internal_10974
H3K4me1_chr4-47835 4_internal_9076
H3K4me1_chr4-47845 4_internal_9390
H3K4me1_chr4-47859 4_internal_8936
H3K4me1_chr4-47876 4_internal_8872
H3K4me1_chr4-47894 4_internal_7712
H3K4me1_chr4-47970 4_internal_9348
H3K4me1_chr4-47984 4_internal_7957
H3K4me1_chr4-48015 4_internal_8973
H3K4me1_chr4-48017 4_internal_10332
H3K4me1_chr4-48032 4_internal_8229
H3K4me1_chr4-48050 4_internal_8061
H3K4me1_chr4-48053 4_internal_11349
H3K4me1_chr4-48076 4_internal_7537
H3K4me1_chr4-48095 4_internal_9651
H3K4me1_chr4-48120 4_internal_7883
H3K4me1_chr4-48128 4_internal_8302
H3K4me1_chr4-48129 4_internal_8302
H3K4me1_chr4-48132 4_internal_8592
H3K4me1_chr4-48157 4_internal_9153
H3K4me1_chr4-48184 4_internal_7522
H3K4me1_chr4-48194 4_internal_8536
H3K4me1_chr4-48202 4_internal_10063
H3K4me1_chr4-48206 4_internal_9924
H3K4me1_chr4-48241 4_internal_8228
H3K4me1_chr4-48248 4_internal_9034
H3K4me1_chr4-48294 4_internal_8647
H3K4me1_chr4-48296 4_internal_10797
H3K4me1_chr4-48327 4_internal_9303
H3K4me1_chr4-48347 4_internal_11485
H3K4me1_chr4-48348 4_internal_11485
H3K4me1_chr4-48373 4_internal_11228
H3K4me1_chr4-48441 4_internal_9457
H3K4me1_chr4-48467 4_internal_7435
H3K4me1_chr4-48488 4_internal_8034
H3K4me1_chr4-48507 4_internal_9317
H3K4me1_chr4-48517 4_internal_7274
H3K4me1_chr4-48518 4_internal_9778
H3K4me1_chr4-48538 4_internal_8443
H3K4me1_chr4-48612 4_internal_8257
H3K4me1_chr4-48635 4_internal_9902
H3K4me1_chr4-48679 4_internal_8788
H3K4me1_chr4-48706 4_internal_7291
H3K4me1_chr4-48756 4_internal_8061
H3K4me1_chr4-48867 4_internal_7659
H3K4me1_chr4-48890 4_internal_9622
H3K4me1_chr4-48893 4_internal_9622
H3K4me1_chr4-48905 4_internal_10753
H3K4me1_chr4-48925 4_internal_7610
H3K4me1_chr4-48952 4_internal_8478
H3K4me1_chr4-48971 4_internal_11251
H3K4me1_chr4-48983 4_internal_11757
H3K4me1_chr4-48993 4_internal_11176
H3K4me1_chr4-49000 4_internal_9307
H3K4me1_chr4-49044 4_internal_9381
H3K4me1_chr4-49062 4_internal_8498
H3K4me1_chr4-49073 4_internal_7450
H3K4me1_chr4-49088 4_internal_9931
H3K4me1_chr4-49127 4_internal_10627
H3K4me1_chr4-49152 4_internal_10093
H3K4me1_chr4-49173 4_internal_9374
H3K4me1_chr4-49242 4_internal_7664
H3K4me1_chr4-49259 4_internal_9076
H3K4me1_chr4-49270 4_internal_9390
H3K4me1_chr4-49274 4_internal_10162
H3K4me1_chr4-49285 4_internal_10232
H3K4me1_chr4-49316 4_internal_10064
H3K4me1_chr4-49319 4_internal_9267
H3K4me1_chr4-49336 4_internal_8623
H3K4me1_chr4-49364 4_internal_8423
H3K4me1_chr4-49366 4_internal_9667
H3K4me1_chr4-49394 4_internal_8142
H3K4me1_chr4-49397 4_internal_8746
H3K4me1_chr4-49420 4_internal_11058
H3K4me1_chr4-49491 4_internal_11349
H3K4me1_chr4-49498 4_internal_7195
H3K4me1_chr4-49505 4_internal_11370
H3K4me1_chr4-49514 4_internal_9426
H3K4me1_chr4-49528 4_internal_9636
H3K4me1_chr4-49536 4_internal_7728
H3K4me1_chr4-49558 4_internal_7457
H3K4me1_chr4-49580 4_internal_11522
H3K4me1_chr4-49581 4_internal_11522
H3K4me1_chr4-49593 4_internal_8901
H3K4me1_chr4-49646 4_internal_9622
H3K4me1_chr4-49649 4_internal_9622
H3K4me1_chr4-49680 4_internal_8220
H3K4me1_chr4-49712 4_internal_10176
H3K4me1_chr4-49719 4_internal_8584
H3K4me1_chr4-49726 4_internal_11251
H3K4me1_chr4-49730 4_internal_8647
H3K4me1_chr4-49736 4_internal_11176
H3K4me1_chr4-49747 4_internal_9307
H3K4me1_chr4-49751 4_internal_10922
H3K4me1_chr4-49756 4_internal_10922
H3K4me1_chr4-49757 4_internal_9774
H3K4me1_chr4-49771 4_internal_10551
H3K4me1_chr4-49802 4_internal_8255
H3K4me1_chr4-49807 4_internal_10336
H3K4me1_chr4-49908 4_internal_7477
H3K4me1_chr4-49914 4_internal_9335
H3K4me1_chr4-49924 4_internal_9374
H3K4me1_chr4-49929 4_internal_9056
H3K4me1_chr4-49945 4_internal_8266
H3K4me1_chr4-49972 4_internal_8095
H3K4me1_chr4-49977 4_internal_10671
H3K4me1_chr4-49982 4_internal_9317
H3K4me1_chr4-49995 4_internal_8868
H3K4me1_chr4-50017 4_internal_11414
H3K4me1_chr4-50028 4_internal_7686
H3K4me1_chr4-50029 4_internal_7411
H3K4me1_chr4-50032 4_internal_10974
H3K4me1_chr4-50055 4_internal_9304
H3K4me1_chr4-50066 4_internal_7565
H3K4me1_chr4-50084 4_internal_8213
H3K4me1_chr4-50093 4_internal_9267
H3K4me1_chr4-50099 4_internal_9549
H3K4me1_chr4-50100 4_internal_9941
H3K4me1_chr4-50101 4_internal_8257
H3K4me1_chr4-50140 4_internal_10841
H3K4me1_chr4-50144 4_internal_10841
H3K4me1_chr4-50149 4_internal_10481
H3K4me1_chr4-50201 4_internal_9714
H3K4me1_chr4-50202 4_internal_8231
H3K4me1_chr4-50215 4_internal_8618
H3K4me1_chr4-50221 4_internal_10332
H3K4me1_chr4-50237 4_internal_8229
H3K4me1_chr4-50249 4_internal_8956
H3K4me1_chr4-50260 4_internal_11349
H3K4me1_chr4-50268 4_internal_10765
H3K4me1_chr4-50287 4_internal_10430
H3K4me1_chr4-50289 4_internal_9573
H3K4me1_chr4-50307 4_internal_8712
H3K4me1_chr4-50333 4_internal_7536
H3K4me1_chr4-50351 4_internal_8901
H3K4me1_chr4-50363 4_internal_12154
H3K4me1_chr4-50367 4_internal_11019
H3K4me1_chr4-50407 4_internal_9542
H3K4me1_chr4-50409 4_internal_7465
H3K4me1_chr4-50419 4_internal_9622
H3K4me1_chr4-50436 4_internal_8741
